OPE ID,School,State,Zip Code,School Type,SubsidizedDL_value,Subsidized_DL_Recipients,UNSubsidizedDL_value,UNSubsidized_DL_Recipients
2137200, MASSACHUSETTS GENERAL HOSPITAL DIETETIC INTERNSHIP PROGRAM , MA ,21142696,Private-Nonprofit, $-   , -   , $-   , -   
2138300, PALO ALTO UNIVERSITY , CA ,943041337,Private-Nonprofit,383654.00,7,363160.00,43
2138500, BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING , NY ,121806166,Public,45500.00,1,61247.00, -   
2139500, HAWAII INSTITUTE OF HAIR DESIGN , HI ,968175195,Proprietary,26250.00,1,24128.00, -   
2140000, RIVERSIDE SCHOOL OF HEALTH CAREERS , VA ,236013808,Private-Nonprofit,230382.00,36,279193.00, -   
2140400, ST. JOSEPH SCHOOL OF NURSING , NH ,30604161,Private-Nonprofit,207946.00,34,297051.00, -   
2140700, CANTON CITY SCHOOLS ADULT CAREER & TECHNICAL EDUCATION , OH ,447021710,Public,110223.00,13,124882.00, -   
2140800, MARTIN UNIVERSITY , IN ,462183878,Private-Nonprofit,602791.00,326,1067409.00,44
2141500, SAVANNAH COLLEGE OF ART AND DESIGN , GA ,314014592,Private-Nonprofit,11332512.00,949,9725514.00,505
2142000, UNIVERSITY OF CAMBRIDGE - HOMERTON COLLEGE ,,CB2   8PH,Foreign-Public, $-   , -   , $-   ,1
2142200, LEX LA RAY TECHNICAL CENTER , MO ,640671525,Public,7000.00, -   ,6563.00, -   
2143400, SALISH KOOTENAI COLLEGE , MT ,598550000,Public,340485.00,16,130973.00, -   
2143500, STERLING COLLEGE , VT ,58270072,Private-Nonprofit,147203.00,35,73517.00, -   
2144000, TONI & GUY  HAIRDRESSING ACADEMY , PA ,181091629,Proprietary,46375.00,25,72097.00, -   
2144600, KILIAN COMMUNITY COLLEGE , SD ,571037020,Private-Nonprofit,194935.00,76,256300.00, -   
2144800, VET TECH INSTITUTE OF HOUSTON , TX ,770279881,Proprietary,233536.00,45,297680.00, -   
2144900, DELAWARE TECHNICAL COMMUNITY COLLEGE , DE ,198012412,Public,1116857.00,131,690000.00, -   
2145100, SCOTT COLLEGE OF COSMETOLOGY , WV ,260033532,Proprietary,57215.00,13,36996.00, -   
2145800, CAYUGA ONONDAGA BOCES , NY ,130219430,Public,30674.00,1,28180.00, -   
2146000, WAYNE - FINGER LAKES BOCES , NY ,145131863,Public, $-   ,2,3416.00, -   
2146600, SOUTH MOUNTAIN COMMUNITY COLLEGE , AZ ,850425898,Public,2076655.00,208,1893840.00, -   
2146800, JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE) , NJ ,78014054,Proprietary,94250.00, -   ,91850.00, -   
2148200, FASHION FOCUS HAIR ACADEMY , FL ,342314815,Proprietary,32854.00,1,28106.00, -   
2148300, MANHATTAN BEAUTY SCHOOL , FL ,336111304,Proprietary,5250.00,2,9000.00, -   
2148700, CONNECTICUT INSTITUTE OF HAIR DESIGN , CT ,67163322,Proprietary,21904.00,8,25911.00, -   
2149700, UNIVERSITY OF WINCHESTER (THE) ,,S022 4NR,Foreign-Public,11000.00,1,5750.00,1
2149900, PAUL MITCHELL THE SCHOOL-JACKSONVILLE , FL ,322464737,Proprietary,268801.00,113,383643.00, -   
2150600, COSMETOLOGY AND SPA INSTITUTE , IL ,600144003,Proprietary,117986.00,39,172761.00, -   
2151500, CENTRAL SUSQUEHANNA LPN CAREER CENTER , PA ,178378818,Public,80693.00,1,118410.00, -   
2151900, KEISER UNIVERSITY , FL ,333093700,Private-Nonprofit,21749232.00,"5,908",30503163.00,517
2153100, PAUL MITCHELL THE SCHOOL NASHVILLE , TN ,370133347,Proprietary,221447.00,86,318730.00, -   
2153500, OAKBRIDGE ACADEMY OF ARTS , PA ,150683843,Proprietary, $-   , -   , $-   , -   
2153600, BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING , NY ,139051699,Public,58125.00, -   ,81000.00, -   
2154000, DIVERS ACADEMY OF THE EASTERN SEABOARD , NJ ,80811139,Proprietary,87490.00,31,128447.00, -   
2154400, BEAU MONDE COLLEGE OF HAIR DESIGN , OR ,972052442,Proprietary,96119.00,26,101212.00, -   
2154900, MISSOURI SCHOOL OF BARBERING & HAIRSTYLING-ST. LOUIS , MO ,630314701,Proprietary,10000.00,2,7999.00,1
2155300, CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY , CA ,900173830,Private-Nonprofit, $-   , -   , $-   ,"1,354"
2156200, DELTA - MONTROSE TECHNICAL COLLEGE , CO ,814168705,Public,74300.00,24,143985.00, -   
2156800, UNIVERSITY OF OTAGO ,,9016,Foreign-Public,5000.00,1,3500.00,13
2157100, CONCORDE CAREER COLLEGE , TN ,381370132,Proprietary,1125616.00,318,1760564.00, -   
2157900, ROCHESTER GENERAL HOSPITAL , NY ,146213001,Private-Nonprofit,87694.00,13,94831.00, -   
2158200, WASHINGTON SARATOGA WARREN HAMILTON ESSEX BOCES , NY ,128663749,Public,60851.00,7,95711.00, -   
2158300, MIFFLIN-JUNIATA CAREER AND TECHNOLOGY CENTER , PA ,170441675,Public,18405.00,16,25221.00, -   
2158400, HARRISON COLLEGE , IN ,462042611,Proprietary,4349234.00,"1,539",6422238.00, -   
2158500, OHIO BUSINESS COLLEGE , OH ,440350701,Proprietary,729533.00,291,960221.00, -   
2158600, MR BELA'S SCHOOL OF COSMETOLOGY , MI ,480924637,Proprietary,61172.00,24,86000.00, -   
2158800, DON ROBERTS BEAUTY SCHOOL , IN ,463854597,Proprietary,26772.00,10,21746.00, -   
2159600, BAPTIST COLLEGE OF FLORIDA (THE) , FL ,324403306,Private-Nonprofit,485501.00,69,337099.00,6
2159700, NEW HOPE CHRISTIAN COLLEGE , OR ,974051194,Private-Nonprofit,342205.00,24,306096.00,1
2159800, COSMETOLOGY CAREERS UNLTD - HIBBING , MN ,557461734,Proprietary,18470.00,2,20960.00, -   
2160100, GENEVA GENERAL HOSPITAL , NY ,144561651,Private-Nonprofit,228009.00,129,355036.00, -   
2160300, INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY , IL ,606023319,Proprietary,805492.00,237,1272726.00, -   
2160900, PCI ACADEMY , IA ,500106062,Proprietary,143458.00,62,182952.00, -   
2161400, NORTHEASTERN HOSPITAL SCHOOL OF NURSING , PA ,191344497,Private-Nonprofit,106495.00,19,164607.00, -   
2161800, MUSICIANS INSTITUTE , CA ,900286157,Proprietary,531227.00,98,624783.00, -   
2162300," IESE BUSINESS SCHOOL, UNIVERSITY OF NAVARRA ",,8034,Foreign-Private, $-   , -   , $-   ,3
2163300, UNIVERSIDAD CENTRAL DEL CARIBE , PR ,9606032,Private-Nonprofit,97550.00,3,8000.00,47
2163400, NEW YORK CAREER INSTITUTE , NY ,100072801,Proprietary,363355.00,132,402507.00, -   
2163500, NEW ENGLAND SCHOOL OF PHOTOGRAPHY , MA ,22152005,Proprietary,70942.00,7,86326.00, -   
2163600, MASSACHUSETTS SCHOOL OF PROFESSIONAL PSYCHOLOGY , MA ,24593211,Private-Nonprofit, $-   , -   , $-   ,9
2164200, FOREST INSTITUTE OF PROFESSIONAL PSYCHOLOGY , MO ,658071445,Private-Nonprofit, $-   , -   , $-   ,169
2164300, DON ROBERTS SCHOOL OF HAIR DESIGN , IN ,463759999,Proprietary,41500.00,13,45998.00, -   
2165100, EDP UNIVERSITY OF PUERTO RICO , PR ,9192303,Private-Nonprofit,632520.00,199,548985.00,25
2165200, SALON PROFESSIONAL ACADEMY (THE) , CO ,815015309,Proprietary,86829.00,16,60813.00, -   
2165900, CHILLICOTHE BEAUTY ACADEMY , MO ,646012612,Proprietary,1750.00,1,3000.00, -   
2166000, CENTER FOR ADVANCED STUDIES ON PUERTO RICO & THE CARIBBEAN , PR ,9013970,Private-Nonprofit, $-   , -   , $-   , -   
2166100, ELAINE P. NUNEZ COMMUNITY COLLEGE , LA ,700431249,Public,872700.00,47,170700.00, -   
2166200, ITI TECHNICAL COLLEGE , LA ,708175927,Proprietary,448398.00,97,517496.00, -   
2167000, PRAIRIE BIBLE INSTITUTE ,,T0M   2N0,Foreign-Private,16748.00, -   ,19252.00, -   
2167400, UNIVERSITY OF CAMBRIDGE - CORPUS CHRISTI COLLEGE ,,CB2   1RH,Foreign-Public, $-   , -   , $-   , -   
2167800, ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES , CA ,932916354,Proprietary,65631.00,6,10300.00, -   
2168600, EAST-WEST UNIVERSITY , IL ,606052185,Private-Nonprofit,561869.00,70,595055.00, -   
2169100, DAVIS COLLEGE , NY ,137902712,Private-Nonprofit,279980.00,15,241808.00, -   
2169600, CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER , PA ,168309702,Public,51981.00,7,77188.00, -   
2169900, ASSABET VALLEY REGIONAL VOCATIONAL SCHOOL , MA ,17521288,Public,47753.00,2,62800.00, -   
2170000, SWEDISH INSTITUTE , NY ,100016700,Proprietary,923494.00,178,1240471.00, -   
2170200, ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PROGRAM , NY ,122052111,Public,155774.00,1,232396.00, -   
2170600, UNITED STATES SPORTS ACADEMY , AL ,365267055,Private-Nonprofit,73730.00,24,64064.00,112
2171500, WESTERN INTERNATIONAL UNIVERSITY , AZ ,850212718,Proprietary,388791.00,147,555889.00,58
2171900, AILEY SCHOOL (THE) , NY ,100194402,Private-Nonprofit,41710.00, -   ,43540.00, -   
2172100, HAMILTON - FULTON - MONTGOMERY BOCES , NY ,120950665,Public,29619.00, -   ,60621.00, -   
2172700, CONCORDE CAREER INSTITUTE , FL ,336074165,Proprietary,348681.00,100,542421.00, -   
2172800, DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING , NY ,126016599,Public,105718.00,42,132386.00, -   
2173200, EMPIRE BEAUTY SCHOOL , NY ,100013010,Proprietary,1165854.00,484,1445345.00, -   
2173900, ULSTER COUNTY BOCES SCHOOL OF PRACTICAL NURSING , NY ,124660000,Public,121704.00,5,142712.00, -   
2174400, TRIANGLE TECH , PA ,158010551,Proprietary,293587.00,70,296725.00, -   
2174800, MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS , NH ,31100000,Proprietary,69440.00,18,91035.00, -   
2175800, CENTRA COLLEGE OF NURSING , VA ,245011109,Private-Nonprofit,203893.00,57,238185.00, -   
2176000, CHERYL FELL'S SCHOOL OF BUSINESS , NY ,143041505,Proprietary,81250.00,29,129000.00, -   
2177500, RIO SALADO COMMUNITY COLLEGE , AZ ,852816948,Public,4854302.00,382,2774649.00, -   
2177700, UNIVERSITY OF CAMBRIDGE - KING'S COLLEGE ,,CB2   1ST,Foreign-Public, $-   , -   , $-   , -   
2178200, CHARLESTON SCHOOL OF BEAUTY CULTURE , WV ,253012206,Proprietary,33333.00,10,46521.00, -   
2178500, EAGLE GATE COLLEGE , UT ,841235798,Proprietary,822903.00,294,1245540.00, -   
2178900, JOLIE HEALTH AND BEAUTY ACADEMY , PA ,182021465,Proprietary,184956.00,77,266388.00, -   
2179400, EASTERN SUFFOLK BOCES , NY ,117170000,Public,300694.00,10,448536.00, -   
2179600, EMPIRE BEAUTY SCHOOL , NH ,38781592,Proprietary,121790.00,31,143249.00, -   
2179900, ARGOSY UNIVERSITY , CA ,928684844,Proprietary,31037262.00,"8,178",41775163.00,"2,463"
2180100, ROSS MEDICAL EDUCATION CENTER , MI ,480712565,Proprietary,587863.00,169,915242.00, -   
2180200, METRO BUSINESS COLLEGE , MO ,637013846,Proprietary,460439.00,105,562552.00, -   
2180500, MIDDLESEX UNIVERSITY ,,NW4 4BT,Foreign-Public,20849.00, -   ,16450.00,6
2181600, ROB ROY ACADEMY , MA ,16092038,Proprietary,62341.00,11,89650.00, -   
2182200, NEW SCHOOL OF RADIO & TELEVISION , NY ,122061106,Proprietary,7002.00, -   ,10666.00, -   
2182900, CAMBRIDGE COLLEGE , MA ,21385304,Private-Nonprofit,861644.00,203,942985.00,457
2183000, ORLEANS TECHNICAL INSTITUTE , PA ,191141014,Private-Nonprofit,263127.00,52,395781.00, -   
2183500, UNIVERSITY OF OXFORD - WYCLIFFE HALL ,,OX2   6PW,Foreign-Public, $-   , -   , $-   , -   
2183600, CAPRI INSTITUTE OF HAIR DESIGN , NJ ,70331042,Proprietary,126070.00,44,168851.00, -   
2184200, PAROBA COLLEGE OF COSMETOLOGY , WA ,982083210,Proprietary,71021.00,28,100837.00, -   
2184400, SAND SPRINGS BEAUTY COLLEGE , OK ,740630759,Proprietary,59669.00,22,84383.00, -   
2185800, MOLER BARBER COLLEGE , CA ,946095719,Proprietary,51923.00,16,67460.00, -   
2186000, UNIVERSITY OF CAMBRIDGE - MAGDALENE COLLEGE ,,CB3   0AG,Foreign-Public,1167.00, -   ,667.00, -   
2186100, UNIVERSITY OF CAMBRIDGE - EMMANUEL COLLEGE ,,CB2 3AP,Foreign-Public, $-   , -   , $-   , -   
2187900, ASHTABULA COUNTY TECHNICAL AND CAREER CAMPUS , OH ,440479487,Public,86676.00,6,110179.00, -   
2188100, NORTHLAND CAREER CENTER , MO ,640798333,Public,5404.00, -   ,8221.00, -   
2188300, PENTECOSTAL THEOLOGICAL SEMINARY , TN ,373203330,Private-Nonprofit, $-   ,3,17230.00,46
2188400, SIERRA VALLEY COLLEGE OF COURT REPORTING , CA ,937260517,Proprietary,92875.00,32,98315.00, -   
2188900, HOBE SOUND BIBLE COLLEGE , FL ,334557734,Private-Nonprofit,42302.00,8,21814.00, -   
2189000, MID-EAST CAREER AND TECHNOLOGY CENTERS - ADULT EDUCATION , OH ,437014600,Public,131376.00,25,164259.00, -   
2189600, RIJKSUNIVERSITEIT GRONINGEN ,,9712 CP,Foreign-Public, $-   , -   , $-   , -   
2190400, SCHILLING - DOUGLAS SCHOOL OF HAIR DESIGN , DE ,197110000,Proprietary,75450.00,21,74306.00, -   
2190700, FORTIS COLLEGE , OH ,454596120,Proprietary,5498799.00,"1,753",7272969.00, -   
2192100, BUTLER TECHNOLOGY AND CAREER DEVELOPMENT SCHOOLS , OH ,450112299,Public,70602.00,17,79580.00, -   
2192200, THOMAS A EDISON STATE COLLEGE , NJ ,86081176,Public,2910144.00,792,4127303.00,50
2192400," MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS ", IL ,625212041,Proprietary,51391.00,24,57815.00, -   
2192800, WALNUT HILL COLLEGE , PA ,191043596,Proprietary,116633.00,6,91813.00, -   
2194800," UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL ",,BS16 1QY,Foreign-Public,6750.00, -   ,6500.00, -   
2195100, UNIVERSITY OF WESTMINSTER ,,W1R 8AL,Foreign-Public,39578.00, -   ,32421.00,8
2195800, LICEO DE ARTE Y TECNOLOGIA , PR ,9183429,Proprietary,171553.00,29,52092.00, -   
2196300, LAWRENCE COUNTY VOCATIONAL SCHOOL DISTRICT - COLLINS CAREER CENTER , OH ,456197962,Public,286831.00,107,414225.00, -   
2196700, GUILDHALL SCHOOL OF MUSIC & DRAMA ,,EC2Y  8DT,Foreign-Public,1500.00, -   , $-   , -   
2197500, BATON ROUGE SCHOOL OF COMPUTERS , LA ,708098188,Proprietary,38250.00,10,51000.00, -   
2197900, NORTH BENNET STREET SCHOOL , MA ,21090000,Private-Nonprofit,139134.00,7,184116.00, -   
2198900, MICHIGAN SCHOOL OF PROFESSIONAL PSYCHOLOGY , MI ,483344512,Private-Nonprofit, $-   , -   , $-   ,4
2199300, ORLEANS NIAGARA BOCES , NY ,141329466,Public, $-   , -   , $-   , -   
2199700, HERITAGE CHRISTIAN UNIVERSITY , AL ,356306245,Private-Nonprofit,45949.00,4,7980.00, -   
2199900, AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD , AZ ,850212199,Private-Nonprofit,89881.00,4,45941.00, -   
2200100," GUTI, THE PREMIER BEAUTY AND WELLNESS ACADEMY ", FL ,342104216,Proprietary,24490.00,10,36441.00, -   
2201100, COLUMBIA BIBLE COLLEGE ,,V2T   2Z8,Foreign-Private,20000.00,1,24250.00, -   
2201800, KAPLAN COLLEGE , IN ,463243347,Proprietary,416086.00,172,613969.00, -   
2201900, PHAGANS' SCHOOL OF HAIR DESIGN , OR ,972321926,Proprietary,109371.00,31,153583.00, -   
2202200, STYLEMASTERS COLLEGE OF HAIR DESIGN , WA ,986323027,Proprietary,69601.00,22,79533.00, -   
2202300, SANFORD-BROWN INSTITUTE , PA ,152191907,Proprietary,237013.00,57,340777.00, -   
2202400, PROFESSIONAL COSMETOLOGY EDUCATION CENTER , AR ,717303349,Proprietary,31177.00,5,21769.00, -   
2202500, NEW ENGLAND TRACTOR TRAILER TRAINING SCHOOL OF CONN , CT ,60712036,Proprietary,694618.00,317,1102181.00, -   
2202700, OZARK CHRISTIAN COLLEGE , MO ,648014804,Private-Nonprofit,630748.00,31,557067.00, -   
2203300, GENE JUAREZ BEAUTY SCHOOLS , WA ,980435427,Proprietary,399122.00,144,524746.00, -   
2203400, NEVADA REGIONAL TECHNICAL CENTER , MO ,647721298,Public,24500.00, -   ,37000.00, -   
2203900, ERIE INSTITUTE OF TECHNOLOGY , PA ,165651002,Proprietary,186378.00,54,219707.00, -   
2204200," CHATTANOOGA COLLEGE - MEDICAL, DENTAL AND TECHNICAL CAREERS ", TN ,374113798,Proprietary,254363.00,71,247681.00, -   
2205000, COLLEGE OF WILMINGTON , NC ,284030000,Proprietary,179975.00,62,304336.00, -   
2205200, SANFORD-BROWN COLLEGE , MO ,630267305,Proprietary,78171.00,11,99047.00, -   
2206000, HUNTER BUSINESS SCHOOL , NY ,117561331,Proprietary,321416.00,86,456108.00, -   
2206200, TONI & GUY HAIRDRESSING ACADEMY , PA ,190024527,Proprietary,160678.00,74,235047.00, -   
2206300, STROUDSBURG SCHOOL OF COSMETOLOGY , PA ,183601720,Proprietary,35743.00,19,45884.00, -   
2207300, UNIVERSITY OF CAMBRIDGE - CHRIST'S COLLEGE ,,CB2   3BU,Foreign-Public, $-   , -   , $-   , -   
2207400, CHINESE UNIVERSITY OF HONG KONG (THE) ,,,Foreign-Public,2250.00, -   ,3000.00, -   
2209200, TAYLORTOWN SCHOOL OF BEAUTY , MI ,481801866,Proprietary,176716.00,72,173857.00, -   
2209500, UNIVERSITEIT UTRECHT ,,3584 CS,Foreign-Public, $-   , -   , $-   , -   
2210000, UNIVERSITY OF LONDON - LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE ,,WC1E 7HT,Foreign-Public, $-   , -   , $-   ,1
2210400, FAYETTEVILLE BEAUTY COLLEGE , NC ,283033946,Proprietary,19600.00,5,27000.00, -   
2211000, SALON SUCCESS ACADEMY , CA ,924054018,Proprietary,38429.00,16,38258.00, -   
2211600, PAUL MITCHELL THE SCHOOL PORTSMOUTH , NH ,38014084,Proprietary,47483.00,12,71717.00, -   
2211900, CHEEKS INTERNATIONAL ACADEMY OF BEAUTY CULTURE , WY ,820014413,Proprietary,94822.00,24,58711.00, -   
2212300, UNIVERSITY OF CAMBRIDGE - ROBINSON COLLEGE ,,CB3   9AN,Foreign-Public, $-   , -   , $-   , -   
2212700, LANCASTER SCHOOL OF COSMETOLOGY & THERAPEUTIC BODYWORK , PA ,176023222,Proprietary,53252.00,28,64404.00, -   
2214100, RESURRECTION UNIVERSITY , IL ,606221711,Private-Nonprofit,586276.00,84,677417.00,21
2215100, HALLMARK INSTITUTE OF PHOTOGRAPHY , MA ,13761604,Proprietary,75250.00,12,63000.00, -   
2216400, TYNDALE UNIVERSITY COLLEGE & SEMINARY ,,M2M 4B3,Foreign-Private,4500.00, -   ,2000.00,1
2217100, PIMA MEDICAL INSTITUTE , AZ ,857162800,Proprietary,7760445.00,"2,184",10538637.00, -   
2217200, PORTFOLIO CENTER- , GA ,303091268,Proprietary,85920.00,17,134254.00, -   
2218000, CARRINGTON COLLEGE , ID ,837040000,Proprietary,1169742.00,372,1704622.00, -   
2218300, SOUTHWEST SCHOOL OF BUSINESS & TECHNICAL CAREERS , TX ,782211038,Proprietary,78204.00,19,68905.00, -   
2218700, FLORIDA TECHNICAL COLLEGE , FL ,328262707,Proprietary,3015106.00,988,4275950.00, -   
2218800, BROOKLINE COLLEGE , AZ ,850215815,Proprietary,2014723.00,526,2954428.00,4
2219200, UNIVERSITY OF SASKATCHEWAN ,,S7N 5A2,Foreign-Public,2576.00, -   ,11674.00, -   
2219500, MILDRED ELLEY , NY ,122061513,Proprietary,1648195.00,508,1757336.00, -   
2219600, OMEGA INSTITUTE , NJ ,81094417,Proprietary,65808.00,26,88493.00, -   
2220000, COLLEEN O'HARA'S BEAUTY ACADEMY , CA ,927014625,Proprietary,76379.00,12,63261.00, -   
2220200, CALIFORNIA CULINARY ACADEMY , CA ,941035134,Proprietary,257615.00,85,373943.00, -   
2220400, CATHERINE HINDS INSTITUTE OF ESTHETICS , MA ,18016815,Proprietary,125134.00,63,164564.00, -   
2220500, GOD'S BIBLE SCHOOL AND COLLEGE , OH ,452026899,Private-Nonprofit, $-   , -   , $-   , -   
2220800, CAREER & TECHNOLOGY EDUCATION CENTERS OF LICKING COUNTY , OH ,430553399,Public,89834.00,18,101556.00, -   
2221300, MARINELLO SCHOOL OF BEAUTY , CA ,925533941,Proprietary,255090.00,82,228336.00, -   
2222000, AMERICAN FILM INSTITUTE CONSERVATORY , CA ,900271625,Private-Nonprofit, $-   , -   ,17750.00,28
2222900, INTERNATIONAL AIR & HOSPITALITY ACADEMY , WA ,986614835,Proprietary,386414.00,143,563938.00, -   
2223700, ROBERT FIANCE BEAUTY SCHOOLS , NJ ,70934623,Proprietary,126562.00,32,144782.00, -   
2223900, DRAKE COLLEGE OF BUSINESS , NJ ,72012334,Proprietary,2703431.00,682,4575955.00, -   
2224600, TRI-STATE COSMETOLOGY INSTITUTE , TX ,799151031,Proprietary,103048.00,20,35548.00, -   
2225300, UNIVERSITY OF CANTERBURY ,,8140,Foreign-Public,4125.00,2,5250.00,3
2226000, EAST LOS ANGELES COLLEGE , CA ,917546099,Public,698609.00,19,408232.00,1
2228100, MAC DANIELS BEAUTY SCHOOL , IL ,606573312,Proprietary,27274.00,8,32809.00, -   
2228500, LIFE CHIROPRACTIC COLLEGE WEST , CA ,945452800,Private-Nonprofit, $-   , -   , $-   ,160
2229100, UNIVERSITY OF LEICESTER ,,LE1 7RH,Foreign-Public,15250.00, -   ,21250.00,1
2229600, TEL AVIV UNIVERSITY SACKLER SCHOOL OF MEDICINE ,,69978,Foreign-Public, $-   , -   , $-   , -   
2230500, OGLE SCHOOL HAIR SKIN NAILS , TX ,761323638,Proprietary,444472.00,146,460707.00, -   
2230600, OGLE SCHOOL HAIR SKIN NAILS , TX ,760534650,Proprietary,310952.00,107,343320.00, -   
2231600, MGH INSTITUTE OF HEALTH PROFESSIONS , MA ,21294557,Private-Nonprofit,483494.00,140,736217.00,192
2231900, GEMOLOGICAL INSTITUTE OF AMERICA , CA ,920084602,Private-Nonprofit,32825.00,26,120002.00, -   
2232100, UNIVERSITY OF CAMBRIDGE - HUGHES HALL ,,CB1   2EW,Foreign-Public, $-   , -   , $-   , -   
2232500, UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS , NJ ,70762997,Public,15351.00,4,14721.00, -   
2233300," ST GEORGE'S UNIVERSITY, SCHOOL OF MEDICINE ",,,Foreign-For-Profit, $-   , -   , $-   ,556
2234000, CAMERON COLLEGE , LA ,701195500,Proprietary,27263.00,5,14190.00, -   
2234200, KEYSTONE TECHNICAL INSTITUTE , PA ,171121012,Proprietary,277262.00,87,298234.00, -   
2234500, BOISE BIBLE COLLEGE , ID ,837141220,Private-Nonprofit,214087.00,9,173531.00, -   
2234600, ATLANTIC BEAUTY & SPA ACADEMY , NJ ,82342621,Proprietary,102715.00,39,135698.00, -   
2235300, LONDON METROPOLITAN UNIVERSITY ,,N78DB,Foreign-Public,6750.00, -   ,10683.00,4
2235600, ERIE 2 - CHAUTAUQUA - CATTARAUGUS BOCES , NY ,140069621,Public,49140.00, -   ,84500.00, -   
2236800, PROFESSIONAL BEAUTY SCHOOL , WA ,989022414,Proprietary,22785.00,4,9777.00, -   
2237200, PHILLIPS GRADUATE INSTITUTE , CA ,913115541,Private-Nonprofit, $-   , -   , $-   ,72
2237500, EVEREST COLLEGE , NV ,890148810,Proprietary,812319.00,293,1169763.00, -   
2237800, SPECS HOWARD SCHOOL OF MEDIA ARTS , MI ,480753953,Proprietary,594336.00,182,842972.00, -   
2238100, MINNESOTA SCHOOL OF COSMETOLOGY , MN ,551252252,Proprietary,171689.00,63,213950.00, -   
2238500, CENTRAL STATE BEAUTY ACADEMY , OK ,731626007,Proprietary,95776.00,40,102182.00, -   
2239200, ANTHEM COLLEGE , MO ,630430000,Proprietary,1068331.00,404,1477886.00, -   
2241700, PJ'S COLLEGE OF COSMETOLOGY , IN ,471292204,Proprietary,86085.00,28,115345.00, -   
2241800, AMERICAN CAREER COLLEGE , CA ,900046818,Proprietary,3173016.00,999,4573536.00, -   
2242400, HENRICO COUNTY-SAINT MARY'S HOSPITAL SCHOOL OF PRACTICAL NURSING , VA ,232231835,Public,28000.00, -   ,27000.00, -   
2242500, BASTYR UNIVERSITY , WA ,980284966,Private-Nonprofit,282263.00,20,336549.00,194
2242700, BERKELEY CITY COLLEGE , CA ,947041183,Public,261647.00,24,214278.00, -   
2242900, UNITED TRIBES TECHNICAL COLLEGE , ND ,585047596,Private-Nonprofit,292633.00,3,13032.00, -   
2244400, AMERICAN UNIVERSITY OF THE CARIBBEAN ,,,Foreign-For-Profit, $-   , -   , $-   ,481
2244900, GOODWIN COLLEGE , CT ,61189980,Private-Nonprofit,4661765.00,"1,580",6112683.00,3
2245400, KEENE BEAUTY ACADEMY , NH ,34311513,Proprietary,50625.00,16,65025.00, -   
2245500, FORTIS COLLEGE , FL ,327894679,Proprietary,630729.00,185,877758.00, -   
2245600, WARREN COUNTY CAREER CENTER , OH ,450361099,Public,71089.00,27,108654.00, -   
2246000, ROSS UNIVERSITY SCHOOL OF MEDICINE ,,,Foreign-For-Profit, $-   , -   , $-   ,"1,284"
2246300, ROSS MEDICAL EDUCATION CENTER , OH ,452463317,Proprietary,415568.00,159,686693.00, -   
2247000, NEW ENGLAND SCHOOL OF HAIR DESIGN , NH ,37842003,Proprietary,31957.00,13,38875.00, -   
2248200, MILAN INSTITUTE OF COSMETOLOGY , TX ,791034306,Proprietary,1669524.00,580,2075421.00, -   
2248600, COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION , NJ ,81031489,Private-Nonprofit,36300.00,1,27420.00, -   
2250600, EVEREST COLLEGE , MO ,658072446,Proprietary,1230147.00,409,1700826.00, -   
2251200, SCHUYLKILL TECHNOLOGY CENTERS , PA ,179312100,Public,57170.00,8,77771.00, -   
2251500, TREND SETTERS' ACADEMY OF BEAUTY CULTURE , KY ,402583755,Proprietary,62529.00,25,74098.00, -   
2251700, FOSTER'S COSMETOLOGY COLLEGE , MS ,386630066,Proprietary,14000.00,5,24000.00, -   
2253700, INTELLITEC COLLEGE , CO ,809096096,Proprietary,650411.00,179,767732.00, -   
2253900, BERKS TECHNICAL INSTITUTE , PA ,196101168,Proprietary,2225967.00,654,2621810.00, -   
2254000, NEW ENGLAND CULINARY INSTITUTE , VT ,56023115,Proprietary,293558.00,77,279599.00, -   
2254800, TEXAS VOCATIONAL SCHOOL , TX ,779015625,Proprietary,21889.00,8,21571.00, -   
2255200, PENNSYLVANIA SCHOOL OF BUSINESS , PA ,181021604,Proprietary, $-   , -   , $-   , -   
2255400, INTERNATIONAL SCHOOL OF COSMETOLOGY , CA ,904013901,Proprietary,261948.00,92,335999.00, -   
2256200, BROKEN ARROW BEAUTY COLLEGE , OK ,740124058,Proprietary,122994.00,36,151271.00, -   
